"chr","start","end","n","B","S","estimate","se","z","p.value","number.tests","p.adjust","Genes","Regions","Delta_Beta"
"chr16",87733470,87733503,2,-11.7793240120266,2.80124190920282,-11.7793240120266,2.80124190920282,-4.2050363352513,2.61040216617299e-05,294857,1,"LOC100129637","Body",-0.00285994755940155
"chr2",70188512,70188531,2,12.7067719286823,3.02517223989871,12.7067719286823,3.02517223989871,4.20034659881308,2.66506685632281e-05,294857,1,"ASPRV1","1stExon",-0.0318013748349112
"chr10",125751941,125751983,2,-10.7368232011078,2.55625439125246,-10.7368232011078,2.55625439125246,-4.20021701981203,2.66659260610254e-05,294857,1,"","",-0.0678249280542865
"chr12",133056941,133057193,2,-7.07112473256742,1.68434889990264,-7.07112473256742,1.68434889990264,-4.19813539402446,2.69121720562962e-05,294857,1,"","",-0.0204735713591457
"chr17",48201664,48202128,2,-7.19813636960712,1.71602571190551,-7.19813636960712,1.71602571190551,-4.19465531295225,2.73286844407306e-05,294857,1,"SAMD14","Body",-0.0143791302013103
"chr16",2902830,2903108,3,-9.47842132289827,2.26127306213111,-9.47842132289827,2.26127306213111,-4.19163058262651,2.7695670394922e-05,294857,1,"PRSS22","Body;3'UTR",0.000472659302543865
"chr16",22012565,22012743,3,-13.977357833502,3.35585537999961,-13.977357833502,3.35585537999961,-4.1650656094434,3.11263039574014e-05,294857,1,"C16orf65","TSS1500;TSS200",-0.00891182322494377
"chr7",157550679,157551024,2,-12.4024755409693,2.98237355524441,-12.4024755409693,2.98237355524441,-4.15859224581706,3.20214917710918e-05,294857,1,"PTPRN2","Body",-0.024777132416416
"chr12",1974122,1974168,2,-10.6759349811712,2.56728393001396,-10.6759349811712,2.56728393001396,-4.15845511139593,3.20407178179586e-05,294857,1,"CACNA2D4","Body",-0.0328774777943961
"chr17",72443018,72443066,2,-11.6404604815523,2.80749226484906,-11.6404604815523,2.80749226484906,-4.14621284172197,3.38019634667886e-05,294857,1,"GPRC5C","Body",-0.0536410543777001
"chr6",29760447,29760495,2,-18.9435655891924,4.56917664541459,-18.9435655891924,4.56917664541459,-4.14594730282604,3.3841165762991e-05,294857,1,"HCG4","Body",0.00737588713706464
"chr6",887704,887772,2,-50.3841722831271,12.2264094897443,-50.3841722831271,12.2264094897443,-4.12092956034151,3.77346794035618e-05,294857,1,"","",-0.00598846556630589
"chr7",34118611,34118758,2,-16.1482244595432,3.92246108794911,-16.1482244595432,3.92246108794911,-4.11686033270159,3.84068657763704e-05,294857,1,"BMPER","Body",-0.0233475252664613
"chr10",115860280,115860310,3,-12.9955834340181,3.16414618857715,-12.9955834340181,3.16414618857715,-4.10713748970681,4.00592795787498e-05,294857,1,"","",-0.0233386975802608
"chr16",3210225,3210357,2,12.4120407422201,3.02224976463002,12.4120407422201,3.02224976463002,4.10688781830035,4.0102587396908e-05,294857,1,"","",0.0212911083862492
"chr7",27138712,27138974,3,-16.3089088398629,3.97445120872557,-16.3089088398629,3.97445120872557,-4.10343667172416,4.07057911629565e-05,294857,1,"","",-0.00150079261580014
"chr15",45571596,45571636,2,27.9114695840764,6.80419084993034,27.9114695840764,6.80419084993034,4.10209974994486,4.0941768714586e-05,294857,1,"","",0.0316730079322961
"chr12",104697631,104697983,2,-12.1740053937148,2.96897409692318,-12.1740053937148,2.96897409692318,-4.10040808585398,4.12422219008794e-05,294857,1,"EID3;TXNRD1","1stExon;5'UTR;Body",-0.0170141574561762
"chr5",180511822,180512070,2,-10.0572857575946,2.45595658034984,-10.0572857575946,2.45595658034984,-4.09505845423456,4.22061886117072e-05,294857,1,"","",-0.00456284481922359
"chr14",96967798,96967825,2,-12.5835886899351,3.07688237054499,-12.5835886899351,3.07688237054499,-4.08972042948338,4.31893447221901e-05,294857,1,"PAPOLA","TSS1500",-0.0347708471001633
"chr1",175161787,175162347,8,5.09098700259818,1.24617293617112,5.09098700259818,1.24617293617112,4.08529735707492,4.40204048122115e-05,294857,1,"KIAA0040","TSS200;TSS1500;1stExon;5'UTR",0.00344298077347801
"chr16",3242737,3242850,2,-13.1953255235296,3.24859124359436,-13.1953255235296,3.24859124359436,-4.06186082953602,4.86830982729386e-05,294857,1,"","",-0.0568121653544819
"chr15",52405000,52405026,3,-10.2835649884874,2.53435452409528,-10.2835649884874,2.53435452409528,-4.05766631728781,4.95655176983287e-05,294857,1,"BCL2L10","TSS200",0.00255829587029424
"chr6",31846769,31846996,6,-8.87710111977083,2.2037154842799,-8.87710111977083,2.2037154842799,-4.02824283946599,5.61952833075342e-05,294857,1,"SLC44A4","5'UTR;1stExon;TSS200",-0.0292153537093418
"chr3",184971652,184971699,2,-24.7638777186667,6.1740035906343,-24.7638777186667,6.1740035906343,-4.01099179084256,6.0464212911592e-05,294857,1,"EHHADH","5'UTR;Body;1stExon",-0.00980293426031672
"chr1",234350402,234350515,2,-27.1946805079902,6.78747837659101,-27.1946805079902,6.78747837659101,-4.00659552769709,6.16002178370988e-05,294857,1,"SLC35F3","Body",0.00415497282080638
"chr14",96180648,96180653,2,-7.23854404457984,1.80843479715747,-7.23854404457984,1.80843479715747,-4.00265691412127,6.26350992447213e-05,294857,1,"TCL1A","TSS200",-0.0128878773760937
"chr4",183061840,183061955,3,-5.46617588852579,1.3675623626297,-5.46617588852579,1.3675623626297,-3.99702129708718,6.41445320899025e-05,294857,1,"MGC45800","Body",-0.0458249580995165
"chr5",148442857,148442890,2,13.2288110128702,3.31200233019877,13.2288110128702,3.31200233019877,3.99420341352125,6.49121186110246e-05,294857,1,"SH3TC2","TSS200",-0.0218862274395051
"chr19",52452317,52452368,2,-30.3396187812576,7.6303589393789,-30.3396187812576,7.6303589393789,-3.97617189732456,7.00335108532436e-05,294857,1,"","",-0.00684895870803765
"chr8",1041264,1041336,2,-11.2216627888294,2.82442933749906,-11.2216627888294,2.82442933749906,-3.97307259198978,7.09514142335166e-05,294857,1,"","",0.0128769634883207
"chr6",5084517,5084855,2,-13.1644519308603,3.31797562476383,-13.1644519308603,3.31797562476383,-3.96761562460162,7.259529421075e-05,294857,1,"PPP1R3G","TSS1500",-0.00251641870160993
"chr6",33167488,33167642,2,-20.2235038420393,5.10753201374277,-20.2235038420393,5.10753201374277,-3.95954519474849,7.50926331998724e-05,294857,1,"SLC39A7;RXRB","TSS1500;Body",0.00985206033272501
"chr2",240983080,240983326,2,-16.653122000738,4.21231278758805,-16.653122000738,4.21231278758805,-3.9534390821612,7.7035883538525e-05,294857,1,"PRR21","TSS1500",-0.00495315564063548
"chr7",156735383,156735466,2,-25.9945103031239,6.58714980422852,-25.9945103031239,6.58714980422852,-3.94624550460915,7.93862163934116e-05,294857,1,"","",-0.0287693074625153
"chr2",150177134,150177277,2,-9.1415375860375,2.32175957951754,-9.1415375860375,2.32175957951754,-3.93733169734013,8.23926809451028e-05,294857,1,"","",-0.0533372589006658
"chr8",31497829,31498256,2,-12.7692773366152,3.24888558552975,-12.7692773366152,3.24888558552975,-3.9303561176449,8.48201392965406e-05,294857,1,"NRG1","Body;1stExon",-0.00200520090879332
"chr11",1221141,1221398,2,-8.01985739467685,2.04247515686082,-8.01985739467685,2.04247515686082,-3.92653852740268,8.61770938699797e-05,294857,1,"","",-0.0611716209659425
"chr12",101988604,101988756,2,11.5423896796084,2.95590127688678,11.5423896796084,2.95590127688678,3.90486305136857,9.42787591534037e-05,294857,1,"MYBPC1","5'UTR;1stExon;TSS200",0.0221844612755434
"chr1",19181040,19181291,3,-24.1228423818747,6.18288257464316,-24.1228423818747,6.18288257464316,-3.90155272894972,9.5577636226416e-05,294857,1,"TAS1R2","Body",-0.0143044866024102
"chr17",43213141,43213270,2,-20.2409419575458,5.19511950673941,-20.2409419575458,5.19511950673941,-3.8961455903542,9.77356513694416e-05,294857,1,"ACBD4","5'UTR;1stExon",-0.0337897307688566
"chr7",155284331,155284448,3,-9.467420972774,2.43555847112709,-9.467420972774,2.43555847112709,-3.88716636656759,0.000101421245558864,294857,1,"","",-0.0332769791280411
"chr4",142557391,142557614,4,-22.7801844569857,5.86273229606675,-22.7801844569857,5.86273229606675,-3.88559178666042,0.000102080914437336,294857,1,"IL15","TSS1500;TSS200",-0.00558143902402828
"chr12",39299364,39299511,3,-28.5560761735888,7.35995818411843,-28.5560761735888,7.35995818411843,-3.87992369782862,0.000104489238077162,294857,1,"CPNE8","5'UTR;1stExon;TSS200",-0.00406883385791628
"chr5",110062384,110062398,2,-12.7707076598258,3.30070810970204,-12.7707076598258,3.30070810970204,-3.86908118966589,0.00010924626232891,294857,1,"TMEM232","TSS200",-0.0304613259371539
"chr6",30711655,30711802,4,-14.2692038954689,3.69026393593568,-14.2692038954689,3.69026393593568,-3.86671634961277,0.000110310604706054,294857,1,"IER3;FLOT1","3'UTR;TSS1500;Body",-0.00488476615633694
"chr19",22700397,22701260,3,-9.14478066032826,2.36602884747135,-9.14478066032826,2.36602884747135,-3.86503345895448,0.000111073972084809,294857,1,"","",-0.00332894933361694
"chr17",7758581,7759060,6,-9.3062913185167,2.4173812105345,-9.3062913185167,2.4173812105345,-3.84974090059177,0.000118242838687273,294857,1,"TMEM88","Body;3'UTR;1stExon",0.00999336281090398
"chr21",43916595,43917047,2,-20.0148145239945,5.21347731443354,-20.0148145239945,5.21347731443354,-3.839052769748,0.000123509885658379,294857,1,"RSPH1","TSS200;TSS1500",0.00357772822787704
"chr19",40720005,40720114,2,-10.8456477639334,2.83142872835647,-10.8456477639334,2.83142872835647,-3.83045056204853,0.000127908831332691,294857,1,"MAP3K10","Body",0.00746329677750901
"chr2",236619445,236619767,4,5.78330383803764,1.5168894770433,5.78330383803764,1.5168894770433,3.81260726345757,0.000137508521093533,294857,1,"AGAP1","Body",-0.0627987590712403
"chr7",156802197,156802340,2,-24.3404761032981,6.3993120527078,-24.3404761032981,6.3993120527078,-3.80360824770199,0.000142603636695743,294857,1,"MNX1","TSS200;Body;TSS1500",-0.00441405297790932
"chr21",22369310,22369485,2,-16.5050879222491,4.34192250848677,-16.5050879222491,4.34192250848677,-3.80133175799156,0.000143920447067158,294857,1,"NCAM2","TSS1500",0.0066282525247067
"chr12",213776,214224,4,-7.43237997767957,1.95868617100868,-7.43237997767957,1.95868617100868,-3.79457418329147,0.000147897058821648,294857,1,"IQSEC3","Body;5'UTR",-0.0333526015997699
"chr2",161126482,161126642,3,-27.1550049451074,7.16340724203712,-27.1550049451074,7.16340724203712,-3.79079452383403,0.000150166147994167,294857,1,"","",0.0022549278209648
"chr19",45580011,45580221,3,-10.7055865178393,2.82949844582777,-10.7055865178393,2.82949844582777,-3.78356331441892,0.000154598973593532,294857,1,"ZNF296","TSS1500",0.00336709193559917
"chr4",57397016,57397423,3,-15.2200707875035,4.02482835585131,-15.2200707875035,4.02482835585131,-3.78154530872764,0.00015585784721079,294857,1,"","",-0.00178362264188734
"chr14",35591572,35591781,3,-24.7319741852003,6.54428714716688,-24.7319741852003,6.54428714716688,-3.77917008056518,0.000157351923878144,294857,1,"PPP2R3C;KIAA0391","TSS1500;1stExon;5'UTR;TSS200",-0.00613189206622199
"chr1",2005132,2005180,2,18.5375060912354,4.91499636206885,18.5375060912354,4.91499636206885,3.77162152840993,0.000162190132001682,294857,1,"PRKCZ","1stExon;Body;5'UTR",0.0232624578555997
"chr2",87035698,87035982,4,-7.28476832372563,1.93438434349374,-7.28476832372563,1.93438434349374,-3.76593635501021,0.000165926059000135,294857,1,"CD8A","TSS200;TSS1500",-0.00609800443674494
"chr10",94180551,94180753,3,-10.2813375255165,2.74181088007726,-10.2813375255165,2.74181088007726,-3.74983468051114,0.000176951188421864,294857,1,"","",-0.010232486135864
"chr6",30068656,30068818,4,-35.8730608502066,9.58418722747772,-35.8730608502066,9.58418722747772,-3.74294241115815,0.000181877923727849,294857,1,"","",-0.00091086524296392
"chr16",54228169,54228323,2,-10.9783393274972,2.93339978878671,-10.9783393274972,2.93339978878671,-3.74253089178749,0.000182176128763578,294857,1,"","",-0.0468138796920114
"chr1",15573525,15573621,4,-10.5356201884097,2.81575578067962,-10.5356201884097,2.81575578067962,-3.74166689479964,0.000182803715288428,294857,1,"FHAD1","TSS1500;TSS200",-0.0225250290057546
"chr2",10220816,10221185,3,-11.4562485158521,3.06602925985888,-11.4562485158521,3.06602925985888,-3.73650984543421,0.000186592146399209,294857,1,"CYS1","TSS1500",-0.0086541617332052
"chr19",2308355,2308475,3,-13.0427954797574,3.50387556667378,-13.0427954797574,3.50387556667378,-3.72239117273759,0.000197344974678864,294857,1,"LINGO3","TSS1500;TSS200",-0.0231851884811797
"chr3",46759335,46759449,3,-10.3020101322602,2.77666589181569,-10.3020101322602,2.77666589181569,-3.7102087660693,0.000207088405028637,294857,1,"PRSS50","TSS200;1stExon;5'UTR",-0.0611263638514256
"chr11",6342214,6342231,2,-11.8014304828593,3.18224032321454,-11.8014304828593,3.18224032321454,-3.70852898719419,0.000208466798759073,294857,1,"PRKCDBP","TSS1500",-0.0245500892927987
"chr2",127963489,127963512,3,-14.5549616813485,3.93253052769451,-14.5549616813485,3.93253052769451,-3.70116940703866,0.000214608131309546,294857,1,"CYP27C1","TSS200",-0.025557534161504
"chr19",46526333,46526367,2,-2.05541811643496,0.555344682283433,-2.05541811643496,0.555344682283433,-3.70115746491642,0.000214618233278707,294857,1,"PGLYRP1","TSS200",-0.0299742796516616
"chr3",195934057,195934213,2,-8.49981410653742,2.31099314911461,-8.49981410653742,2.31099314911461,-3.67799191001231,0.000235077413978737,294857,1,"ZDHHC19","Body",-0.0114566282471686
"chr8",143560821,143561039,2,-8.00156959698496,2.17762144569964,-8.00156959698496,2.17762144569964,-3.67445389224396,0.000238358681089318,294857,1,"BAI1","Body",-0.0296145380087512
"chr6",17016226,17016484,3,-8.87191379196203,2.41516367231883,-8.87191379196203,2.41516367231883,-3.67342134764886,0.000239324365592082,294857,1,"","",-0.022417020998915
"chr16",74734230,74734251,2,-24.0548636926289,6.56644919759712,-24.0548636926289,6.56644919759712,-3.66329852996218,0.000248988067974363,294857,1,"MLKL","5'UTR",-0.0284825635858499
"chr5",140579296,140579470,4,-7.5130289724423,2.05314202236329,-7.5130289724423,2.05314202236329,-3.65928362023118,0.000252921297906561,294857,1,"PCDHB11","1stExon;TSS200",-0.00825964801318002
"chr8",143781644,143781985,3,-8.69425657406901,2.37981894219908,-8.69425657406901,2.37981894219908,-3.65332690647258,0.000258864315811619,294857,1,"LY6K","1stExon;5'UTR",-0.0481837272848752
"chr6",43655470,43655489,2,-29.7837658418495,8.15702522872871,-29.7837658418495,8.15702522872871,-3.65130240580258,0.000260913799592664,294857,1,"MRPS18A","1stExon",-0.0921037205293173
"chr1",247681242,247681297,2,-9.05939904984874,2.48550934312844,-9.05939904984874,2.48550934312844,-3.64488633884833,0.000267510001862776,294857,1,"","",-0.00639771395298366
"chr7",1518699,1519143,2,-13.2925954667741,3.65314613630705,-13.2925954667741,3.65314613630705,-3.63867060632059,0.000274049052728346,294857,1,"INTS1","Body",-0.0293456169624391
"chr12",131303247,131303621,4,-13.3129768624594,3.66125791171921,-13.3129768624594,3.66125791171921,-3.63617564876986,0.000276715682212667,294857,1,"STX2","Body",-0.00967169781073895
"chr5",78365801,78366076,2,-7.84179222038941,2.15694949982219,-7.84179222038941,2.15694949982219,-3.63559379625524,0.000277341057697659,294857,1,"BHMT2;DMGDH","Body;TSS1500",-0.00814385050698008
"chr5",1868137,1868738,6,-6.92945143329973,1.90991240257022,-6.92945143329973,1.90991240257022,-3.62815143981189,0.000285457810948196,294857,1,"","",-0.0755152274199642
"chr16",88820993,88821118,2,-15.3477921167482,4.23665743510799,-15.3477921167482,4.23665743510799,-3.62261814929037,0.000291636181878335,294857,1,"FAM38A","Body",-0.0324000508254793
"chr2",628881,629016,3,-16.3226634381259,4.50867137630777,-16.3226634381259,4.50867137630777,-3.6202823572147,0.000294281699552888,294857,1,"","",-0.0201194795135001
"chr6",158733981,158734293,4,8.72019059888617,2.40907306092209,8.72019059888617,2.40907306092209,3.61972857541666,0.000294912200738438,294857,1,"TULP4","1stExon;5'UTR",-0.0207826542358513
"chr2",233323840,233324053,3,-12.8722370394214,3.56282702323937,-12.8722370394214,3.56282702323937,-3.61292786752183,0.000302758947394857,294857,1,"ALPI","Body;3'UTR",-0.0298084968702212
"chr12",104609476,104609524,2,-20.261476024076,5.61298227892953,-20.261476024076,5.61298227892953,-3.60975235930019,0.000306489468639576,294857,1,"TXNRD1","TSS200",0.00198407857342001
"chr22",38506623,38506712,2,-9.0580948735912,2.5132366987682,-9.0580948735912,2.5132366987682,-3.60415510327014,0.000313170006332824,294857,1,"BAIAP2L2","1stExon;5'UTR;TSS200",0.00428717087710817
"chr3",62305213,62305226,2,-13.3779254159574,3.71696538065307,-13.3779254159574,3.71696538065307,-3.59915254674954,0.000319255880394026,294857,1,"C3orf14","TSS200",0.00944943938892856
"chr7",100845606,100845647,2,-13.5825391193492,3.7745028242253,-13.5825391193492,3.7745028242253,-3.59849753778815,0.000320060880343469,294857,1,"MOGAT3","TSS1500",-0.00865568777289908
"chr10",134300380,134300809,2,-28.9238408283172,8.04843226772794,-28.9238408283172,8.04843226772794,-3.59372358071448,0.000325985670181839,294857,1,"","",-0.00494177860986778
"chr3",46037470,46037592,2,-6.11169424086661,1.70267435484895,-6.11169424086661,1.70267435484895,-3.58946748887212,0.000331354151157544,294857,1,"FYCO1","TSS200;TSS1500",-0.0216804724726156
"chr20",9494838,9495130,4,-11.2020850563752,3.12122748926576,-11.2020850563752,3.12122748926576,-3.58899987101242,0.000331949005309804,294857,1,"C20orf103","TSS1500;TSS200",0.00101249779564417
"chr19",37894346,37894856,4,-10.2233096804408,2.850812706259,-10.2233096804408,2.850812706259,-3.58610359003781,0.000335655667739706,294857,1,"","",-0.00765625047217385
"chr8",144790375,144790395,2,-9.70937499066109,2.70903350949784,-9.70937499066109,2.70903350949784,-3.5840734182948,0.000338276931525472,294857,1,"LOC100130274","TSS200",-0.0169463999675798
"chr4",24801425,24801801,2,-8.85090066751439,2.47364005194264,-8.85090066751439,2.47364005194264,-3.57808754776728,0.000346117525911409,294857,1,"SOD3","Body",-0.00615980673336798
"chr6",32917093,32917502,4,-13.3087799979603,3.72067094618664,-13.3087799979603,3.72067094618664,-3.57698388017908,0.00034758159914563,294857,1,"HLA-DMA","Body",0.00119336151646607
"chr8",2003835,2004050,4,-24.9173224554546,6.97671678206151,-24.9173224554546,6.97671678206151,-3.57149691378069,0.000354946731527141,294857,1,"MYOM2","Body",-0.0188995203060653
"chr11",92599942,92600238,3,-5.6867720666367,1.59364798505191,-5.6867720666367,1.59364798505191,-3.56839911949029,0.00035916909290864,294857,1,"FAT3","Body",-0.0143624395757931
"chr15",31515984,31516316,4,-8.97563983057727,2.51573296783354,-8.97563983057727,2.51573296783354,-3.56780307979459,0.000359986877233034,294857,1,"","",-0.0180345998894984
"chr5",110062473,110062729,2,-9.0713899937275,2.54337155381284,-9.0713899937275,2.54337155381284,-3.56667903284847,0.000361533843373714,294857,1,"TMEM232","TSS1500;TSS200",-0.0443096283685228
"chr6",29945149,29945409,3,-14.4214493796053,4.04343137459723,-14.4214493796053,4.04343137459723,-3.56663636489734,0.000361592687289085,294857,1,"HCG9","Body",0.00269952249861405
"chr5",54519594,54519686,2,-10.0160161205613,2.80873172833905,-10.0160161205613,2.80873172833905,-3.56602804728676,0.000362432600474928,294857,1,"","",-0.0181191485705282
"chr19",49699881,49700021,3,-4.83098751057333,1.35670229226201,-4.83098751057333,1.35670229226201,-3.56083094878442,0.000369683044321183,294857,1,"TRPM4","Body",-0.019137947684632
"chr6",29574700,29574810,3,-16.0834626616959,4.52004300378312,-16.0834626616959,4.52004300378312,-3.55825434586232,0.000373327718817289,294857,1,"GABBR1","Body",0.00686302340459455
"chr6",33287504,33287520,2,-14.2182692562469,3.99854715331562,-14.2182692562469,3.99854715331562,-3.55585884349445,0.00037674632824886,294857,1,"DAXX","Body",-0.0139344486019671
"chr4",4763284,4763596,4,-8.62270435448741,2.42507376318281,-8.62270435448741,2.42507376318281,-3.55564621802286,0.000377051174692669,294857,1,"","",-0.0250284007936052
"chr16",85845626,85845936,4,-8.33763845594758,2.34783070115929,-8.33763845594758,2.34783070115929,-3.55120940016275,0.000383465195126112,294857,1,"","",-0.0203741590481041
"chr17",18218974,18219121,2,-23.3092818865795,6.5746011307262,-23.3092818865795,6.5746011307262,-3.54535300668573,0.000392087605804722,294857,1,"SMCR8;TOP3A","5'UTR;TSS1500;1stExon",0.00213550564366608
"chr5",169659847,169659863,2,-26.1119676462104,7.3951047641748,-26.1119676462104,7.3951047641748,-3.5309800846512,0.000414022919594268,294857,1,"C5orf58","TSS200",0.00128142613661775
"chr12",7280988,7281343,3,-15.2334934707742,4.32140299011417,-15.2334934707742,4.32140299011417,-3.52512679461345,0.000423280138171206,294857,1,"RBP5","1stExon;Body",0.00245071674855801
"chr15",66998926,66998947,2,-21.6406909343406,6.14193841381862,-21.6406909343406,6.14193841381862,-3.52343014147645,0.000425999381091919,294857,1,"SMAD6","Body",-0.0173653667658049
"chr19",12624466,12624565,2,-20.4116878876543,5.80304260255367,-20.4116878876543,5.80304260255367,-3.51741134532977,0.000435777892668471,294857,1,"ZNF709","1stExon;5'UTR",-0.012343608180727
"chr12",56617730,56617737,2,-11.7054711739125,3.33552129163577,-11.7054711739125,3.33552129163577,-3.50933786669731,0.000449223851738751,294857,1,"OBFC2B","TSS1500",-0.0331241929580895
"chr10",124578263,124578544,3,-10.4878424597222,2.99147420662623,-10.4878424597222,2.99147420662623,-3.50591104429086,0.000455047274640677,294857,1,"","",-0.00919963641791854
"chr7",45961419,45961455,2,-25.6807437319342,7.34512275106223,-25.6807437319342,7.34512275106223,-3.4962987825112,0.000471760143462653,294857,1,"IGFBP3","TSS1500",0.000755009393891615
"chr14",101191872,101191893,2,-8.95021552803802,2.56261886415464,-8.95021552803802,2.56261886415464,-3.49260502731472,0.000478333449125135,294857,1,"DLK1","TSS1500",-0.00393054019961681
"chr2",235907735,235907796,2,15.1303736733268,4.33616049897663,15.1303736733268,4.33616049897663,3.48934816340347,0.000484200046591727,294857,1,"SH3BP4","5'UTR",-0.0121727203843607
"chr17",29624396,29624439,2,10.5291514429588,3.03019896110888,10.5291514429588,3.03019896110888,3.47473930857192,0.00051135002901325,294857,1,"NF1;OMG","Body;TSS200",0.0281082732210352
"chr6",74160917,74160974,2,-7.21118614717801,2.07773429606772,-7.21118614717801,2.07773429606772,-3.47069698027594,0.000519109441632417,294857,1,"C6orf150","Body",-0.014108901687006
"chr8",49835988,49836160,3,-20.6657434536612,5.95554656415731,-20.6657434536612,5.95554656415731,-3.46999947545289,0.000520459381283212,294857,1,"","",-0.00168151956313796
"chr2",233215546,233216150,3,-11.9141079941192,3.4413885294833,-11.9141079941192,3.4413885294833,-3.46200607459689,0.00053616505352093,294857,1,"","",-0.039116652858861
"chr10",47083283,47083355,4,10.1855967328696,2.9426051178467,10.1855967328696,2.9426051178467,3.46142153804283,0.000537330724516736,294857,1,"PPYR1","TSS200;TSS1500",-0.000544547854013429
"chr2",241076131,241076441,9,-9.30332007393302,2.6885920071446,-9.30332007393302,2.6885920071446,-3.46029447726193,0.000539584954847545,294857,1,"MYEOV2","TSS1500",-0.0467286218669459
"chr17",56024688,56024804,2,8.50907707555473,2.4591653666014,8.50907707555473,2.4591653666014,3.46014838657004,0.000539877794548427,294857,1,"","",-0.0199819176302478
"chr2",63815918,63816052,3,-20.727550074112,5.99184884543712,-20.727550074112,5.99184884543712,-3.45929121524759,0.000541598985114437,294857,1,"MDH1;C2orf86","TSS200;TSS1500",-0.00306143256334655
"chr7",156741534,156741733,3,-10.9556996986453,3.16910417890739,-10.9556996986453,3.16910417890739,-3.45703362217095,0.000546156702076506,294857,1,"NOM1","TSS1500",-0.00917580495131021
"chr5",140552105,140552505,4,-9.171431271715,2.66619738842414,-9.171431271715,2.66619738842414,-3.43989207683373,0.000581946193944547,294857,1,"PCDHB7","1stExon;5'UTR;TSS200",-0.00182937670093425
"chr6",109611834,109612229,2,-20.1556581822399,5.86611997876375,-20.1556581822399,5.86611997876375,-3.43594373371266,0.000590493594603905,294857,1,"","",0.000791971643105294
"chr3",113160313,113160437,3,-11.802215057039,3.43727127185432,-11.802215057039,3.43727127185432,-3.4336001216081,0.000595622184121421,294857,1,"WDR52","TSS200;5'UTR;1stExon",-0.00608162775453937
"chr2",75147006,75147230,2,-19.5727941845048,5.70976213322024,-19.5727941845048,5.70976213322024,-3.42795264107894,0.000608151541378793,294857,1,"","",0.00273564635232582
"chr1",46805334,46805584,2,-9.52001336842788,2.77964555049474,-9.52001336842788,2.77964555049474,-3.42490191482632,0.000615021415778789,294857,1,"NSUN4","TSS1500",-0.00463161778499793
"chr1",209527491,209527581,3,-7.0692265580636,2.06443871797932,-7.0692265580636,2.06443871797932,-3.42428501098012,0.000616419358673741,294857,1,"","",-0.012283225321132
"chr8",145164991,145165189,2,-15.2907925055089,4.47592554956474,-15.2907925055089,4.47592554956474,-3.41623030503621,0.000634945228649918,294857,1,"KIAA1875","Body",-0.0402182308163469
"chr20",57607451,57607571,2,-38.3849446922108,11.2380791329808,-38.3849446922108,11.2380791329808,-3.41561438018009,0.000636382966671057,294857,1,"ATP5E","TSS200",-0.00496385094163676
"chr2",161126801,161127261,2,-9.93625851777319,2.9094439766418,-9.93625851777319,2.9094439766418,-3.41517437611637,0.000637411910962485,294857,1,"","",-0.018254629625994
"chr1",156646485,156646635,2,-2.9041359263877,0.852943692217361,-2.9041359263877,0.852943692217361,-3.40483897458453,0.000662030788076576,294857,1,"NES","1stExon",-0.0400984796033148
"chr19",31843360,31843396,2,-9.08943928711002,2.67441453921781,-9.08943928711002,2.67441453921781,-3.39866507372803,0.000677155851050505,294857,1,"","",0.0129581707187372
"chr6",32729563,32729876,8,-7.71087600433548,2.27462900997227,-7.71087600433548,2.27462900997227,-3.3899488534306,0.000699056648333158,294857,1,"HLA-DQB2","Body",0.00284091625301248
"chr17",29886885,29887049,3,-11.3130658726979,3.33812899726503,-11.3130658726979,3.33812899726503,-3.38904394706341,0.000701367688145001,294857,1,"MIR193A","TSS200;Body",0.00650878097131119
"chr19",11592200,11592321,2,-11.382828824069,3.36555726737467,-11.382828824069,3.36555726737467,-3.38215276691703,0.000719201369220274,294857,1,"ELAVL3","TSS1500",-0.0121580462186269
"chr5",5887068,5887361,2,-7.49002508103027,2.22258051143855,-7.49002508103027,2.22258051143855,-3.36996794603513,0.000751769279946178,294857,1,"","",-0.0320372337447135
"chr10",729226,729711,4,-9.13473642843432,2.71099194505456,-9.13473642843432,2.71099194505456,-3.36951810022825,0.00075299745526384,294857,1,"DIP2C","Body",0.0140252067659271
"chr16",73126120,73126608,2,5.26775584304668,1.56346511393737,5.26775584304668,1.56346511393737,3.36928262491292,0.000753641095955649,294857,1,"HTA","TSS200;Body",-0.0404064995108248
"chr12",50349173,50349307,2,-6.62465095935852,1.97143941138848,-6.62465095935852,1.97143941138848,-3.36031171999996,0.00077854575969278,294857,1,"AQP2","Body",-0.0401275027429014
"chr5",148442694,148442740,2,2.50748944265045,0.74677802818108,2.50748944265045,0.74677802818108,3.35774399892016,0.000785813543738682,294857,1,"SH3TC2","TSS200;1stExon;5'UTR",-0.0369726609316149
"chr10",96990543,96990858,3,-7.74162088016996,2.31057182980169,-7.74162088016996,2.31057182980169,-3.3505216242658,0.000806595113897306,294857,1,"","",-0.0922188928987637
"chr11",64739336,64739484,4,-9.87848335140191,2.95467415862607,-9.87848335140191,2.95467415862607,-3.34334103222923,0.000827761048305819,294857,1,"","",-0.0130871510640524
"chr10",135341933,135342218,2,-13.8700714767144,4.15362020102951,-13.8700714767144,4.15362020102951,-3.33927292468304,0.000839979933090273,294857,1,"CYP2E1","Body",-0.0277220544978167
