title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	supplementary_file	supplementary_file.1	data_row_count	cell type:ch1	Sex:ch1	tissue:ch1
Neurons_healthy_20163918	GSM9195139	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Neurons	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206154250090_R04C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195139/suppl/GSM9195139_206154250090_R04C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195139/suppl/GSM9195139_206154250090_R04C01_Red.idat.gz	0	Neurons	Female	Brain (Cingulate Gyrus)
Oligodendrocytes_healthy_20163918	GSM9195140	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Oligodendrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206154250090_R08C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195140/suppl/GSM9195140_206154250090_R08C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195140/suppl/GSM9195140_206154250090_R08C01_Red.idat.gz	0	Oligodendrocytes	Female	Brain (Cingulate Gyrus)
Neurons_healthy_20131187	GSM9195141	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Neurons	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206154250093_R03C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195141/suppl/GSM9195141_206154250093_R03C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195141/suppl/GSM9195141_206154250093_R03C01_Red.idat.gz	0	Neurons	Male	Brain (Cingulate Gyrus)
Oligodendrocytes_healthy_20131187	GSM9195142	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Oligodendrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206154250093_R04C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195142/suppl/GSM9195142_206154250093_R04C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195142/suppl/GSM9195142_206154250093_R04C01_Red.idat.gz	0	Oligodendrocytes	Male	Brain (Cingulate Gyrus)
Astrocytes_healthy_20131187	GSM9195143	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Astrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206154250093_R05C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195143/suppl/GSM9195143_206154250093_R05C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195143/suppl/GSM9195143_206154250093_R05C01_Red.idat.gz	0	Astrocytes	Male	Brain (Cingulate Gyrus)
Microglia_healthy_20131187	GSM9195144	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Microglia	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206154250093_R07C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195144/suppl/GSM9195144_206154250093_R07C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195144/suppl/GSM9195144_206154250093_R07C01_Red.idat.gz	0	Microglia	Male	Brain (Cingulate Gyrus)
Microglia_healthy_20141901	GSM9195145	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Microglia	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950089_R01C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195145/suppl/GSM9195145_206513950089_R01C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195145/suppl/GSM9195145_206513950089_R01C01_Red.idat.gz	0	Microglia	Female	Brain (Cingulate Gyrus)
Oligodendrocytes_healthy_20141901	GSM9195146	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Oligodendrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950089_R02C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195146/suppl/GSM9195146_206513950089_R02C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195146/suppl/GSM9195146_206513950089_R02C01_Red.idat.gz	0	Oligodendrocytes	Female	Brain (Cingulate Gyrus)
Neurons_healthy_20141901	GSM9195147	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Neurons	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950089_R04C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195147/suppl/GSM9195147_206513950089_R04C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195147/suppl/GSM9195147_206513950089_R04C01_Red.idat.gz	0	Neurons	Female	Brain (Cingulate Gyrus)
Astrocytes_healthy_20141901	GSM9195148	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Astrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950089_R05C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195148/suppl/GSM9195148_206513950089_R05C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195148/suppl/GSM9195148_206513950089_R05C01_Red.idat.gz	0	Astrocytes	Female	Brain (Cingulate Gyrus)
Neurons_healthy_CO75	GSM9195149	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Neurons	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950140_R02C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195149/suppl/GSM9195149_206513950140_R02C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195149/suppl/GSM9195149_206513950140_R02C01_Red.idat.gz	0	Neurons	Male	Brain (Cingulate Gyrus)
Oligodendrocytes_healthy_CO75	GSM9195150	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Oligodendrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950140_R04C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195150/suppl/GSM9195150_206513950140_R04C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195150/suppl/GSM9195150_206513950140_R04C01_Red.idat.gz	0	Oligodendrocytes	Male	Brain (Cingulate Gyrus)
Astrocytes_healthy_CO75	GSM9195151	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Astrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950140_R06C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195151/suppl/GSM9195151_206513950140_R06C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195151/suppl/GSM9195151_206513950140_R06C01_Red.idat.gz	0	Astrocytes	Male	Brain (Cingulate Gyrus)
Microglia_healthy_CO75	GSM9195152	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Microglia	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950140_R08C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195152/suppl/GSM9195152_206513950140_R08C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195152/suppl/GSM9195152_206513950140_R08C01_Red.idat.gz	0	Microglia	Male	Brain (Cingulate Gyrus)
Neurons_healthy_PDC040	GSM9195153	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Neurons	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950147_R01C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195153/suppl/GSM9195153_206513950147_R01C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195153/suppl/GSM9195153_206513950147_R01C01_Red.idat.gz	0	Neurons	Female	Brain (Cingulate Gyrus)
Astrocytes_healthy_PDC040	GSM9195154	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Astrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950147_R03C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195154/suppl/GSM9195154_206513950147_R03C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195154/suppl/GSM9195154_206513950147_R03C01_Red.idat.gz	0	Astrocytes	Female	Brain (Cingulate Gyrus)
Microglia_healthy_PDC040	GSM9195155	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Microglia	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950147_R07C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195155/suppl/GSM9195155_206513950147_R07C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195155/suppl/GSM9195155_206513950147_R07C01_Red.idat.gz	0	Microglia	Female	Brain (Cingulate Gyrus)
Oligodendrocytes_healthy_PDC040	GSM9195156	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Oligodendrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950147_R08C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195156/suppl/GSM9195156_206513950147_R08C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195156/suppl/GSM9195156_206513950147_R08C01_Red.idat.gz	0	Oligodendrocytes	Female	Brain (Cingulate Gyrus)
Astrocytes_healthy_20163903	GSM9195157	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Astrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950150_R03C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195157/suppl/GSM9195157_206513950150_R03C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195157/suppl/GSM9195157_206513950150_R03C01_Red.idat.gz	0	Astrocytes	Female	Brain (Cingulate Gyrus)
Neurons_healthy_20163903	GSM9195158	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Neurons	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950150_R04C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195158/suppl/GSM9195158_206513950150_R04C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195158/suppl/GSM9195158_206513950150_R04C01_Red.idat.gz	0	Neurons	Female	Brain (Cingulate Gyrus)
Oligodendrocytes_healthy_20163903	GSM9195159	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Oligodendrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950150_R05C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195159/suppl/GSM9195159_206513950150_R05C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195159/suppl/GSM9195159_206513950150_R05C01_Red.idat.gz	0	Oligodendrocytes	Female	Brain (Cingulate Gyrus)
Microglia_healthy_20163903	GSM9195160	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Microglia	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950150_R07C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195160/suppl/GSM9195160_206513950150_R07C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195160/suppl/GSM9195160_206513950150_R07C01_Red.idat.gz	0	Microglia	Female	Brain (Cingulate Gyrus)
Oligodendrocytes_healthy_20174936	GSM9195161	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Oligodendrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950168_R04C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195161/suppl/GSM9195161_206513950168_R04C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195161/suppl/GSM9195161_206513950168_R04C01_Red.idat.gz	0	Oligodendrocytes	Male	Brain (Cingulate Gyrus)
Neurons_healthy_20174936	GSM9195162	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Neurons	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950168_R05C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195162/suppl/GSM9195162_206513950168_R05C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195162/suppl/GSM9195162_206513950168_R05C01_Red.idat.gz	0	Neurons	Male	Brain (Cingulate Gyrus)
Astrocytes_healthy_20174936	GSM9195163	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Astrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950168_R06C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195163/suppl/GSM9195163_206513950168_R06C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195163/suppl/GSM9195163_206513950168_R06C01_Red.idat.gz	0	Astrocytes	Male	Brain (Cingulate Gyrus)
Microglia_healthy_20174936	GSM9195164	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Microglia	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950168_R07C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195164/suppl/GSM9195164_206513950168_R07C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195164/suppl/GSM9195164_206513950168_R07C01_Red.idat.gz	0	Microglia	Male	Brain (Cingulate Gyrus)
